Date,Description,Reference_No,Withdrawal,Deposit,Balance
2024-06-18,RTGS-DEALER-PAYMENT,RTGS921890,,213133126.6,-5008058832.38002
2024-06-19,RTGS-DEALER-PAYMENT,RTGS446304,,467954679.59,-4540104152.79002
2024-06-19,RTGS-DEALER-PAYMENT,RTGS679092,,314390013.41,-4225714139.38002
2024-06-19,VENDOR-PAYMENT-STEEL,VENDOR307855,442446375.5,,-4668160514.88002
2024-06-20,PAYROLL-AND-OPERATIONS,PAYROLL833645,567336563.48,,-5235497078.36002
2024-06-20,RTGS-DEALER-PAYMENT,RTGS231093,,399867461.47,-4835629616.890019
2024-06-20,TAX-OUTFLOW,TAX704154,165576351.07,,-5001205967.960019
2024-06-20,NEFT-SUBSIDIARY-TRANSFER,NEFT945393,,202181263.23,-4799024704.73002
2024-06-20,RTGS-DEALER-PAYMENT,RTGS583710,,247367842.19,-4551656862.54002
2024-06-21,NEFT-SUBSIDIARY-TRANSFER,NEFT701103,,177932439.33,-4373724423.21002
2024-06-21,RTGS-DEALER-PAYMENT,RTGS828360,,323190107.2,-4050534316.0100203
2024-06-22,NEFT-SUBSIDIARY-TRANSFER,NEFT287114,,255800947.87,-3794733368.1400204
2024-06-22,PAYROLL-AND-OPERATIONS,PAYROLL197833,622590432.35,,-4417323800.490021
2024-06-23,RTGS-DEALER-PAYMENT,RTGS896525,,148803840.12,-4268519960.370021
2024-06-23,CAPEX-MACHINERY,CAPEX792055,503957307.62,,-4772477267.990021
2024-06-23,CAPEX-MACHINERY,CAPEX978622,196709809.9,,-4969187077.89002
2024-06-24,CAPEX-MACHINERY,CAPEX589404,550365987.18,,-5519553065.070021
2024-06-24,NEFT-SUBSIDIARY-TRANSFER,NEFT406142,,185350445.39,-5334202619.68002
2024-06-24,RTGS-DEALER-PAYMENT,RTGS963861,,491891933.68,-4842310686.00002
2024-06-24,PAYROLL-AND-OPERATIONS,PAYROLL439357,387185600.12,,-5229496286.12002
2024-06-24,CAPEX-MACHINERY,CAPEX215287,628668936.04,,-5858165222.16002
2024-06-24,CAPEX-MACHINERY,CAPEX384323,223816835.52,,-6081982057.68002
2024-06-25,VENDOR-PAYMENT-STEEL,VENDOR882737,501375903.66,,-6583357961.34002
2024-06-25,RTGS-DEALER-PAYMENT,RTGS171027,,314678187.54,-6268679773.80002
2024-06-25,PAYROLL-AND-OPERATIONS,PAYROLL499608,67634428.81,,-6336314202.610021
2024-06-25,RTGS-DEALER-PAYMENT,RTGS342298,,132493839.13,-6203820363.4800205
2024-06-27,CAPEX-MACHINERY,CAPEX350351,390469591.35,,-6594289954.830021
2024-06-27,VENDOR-PAYMENT-STEEL,VENDOR454785,296100695.79,,-6890390650.620021
2024-06-27,CAPEX-MACHINERY,CAPEX389406,464411687.18,,-7354802337.800021
2024-06-27,NEFT-SUBSIDIARY-TRANSFER,NEFT440238,,175679237.22,-7179123100.580021
2024-06-28,NEFT-SUBSIDIARY-TRANSFER,NEFT667806,,236482278.05,-6942640822.530021
2024-06-28,NEFT-SUBSIDIARY-TRANSFER,NEFT129480,,395647640.67,-6546993181.860021
2024-06-28,PAYROLL-AND-OPERATIONS,PAYROLL268165,243254009.59,,-6790247191.450021
2024-06-28,RTGS-DEALER-PAYMENT,RTGS763114,,307891764.21,-6482355427.240021
2024-06-28,PAYROLL-AND-OPERATIONS,PAYROLL402057,528817423.34,,-7011172850.580021
2024-06-28,TAX-OUTFLOW,TAX102933,581527149.03,,-7592699999.610021
2024-06-28,CAPEX-MACHINERY,CAPEX186912,762155448.05,,-8354855447.660021
2024-06-29,VENDOR-PAYMENT-STEEL,VENDOR691248,475396440.55,,-8830251888.21002
2024-06-29,NEFT-SUBSIDIARY-TRANSFER,NEFT857736,,201416732.62,-8628835155.59002
2024-06-29,PAYROLL-AND-OPERATIONS,PAYROLL355786,456282697.9,,-9085117853.490019
2024-06-29,CAPEX-MACHINERY,CAPEX518228,272913249.71,,-9358031103.200018
2024-06-29,CAPEX-MACHINERY,CAPEX844280,659716589.96,,-10017747693.160019
2024-06-29,RTGS-DEALER-PAYMENT,RTGS826584,,390144153.49,-9627603539.67002
2024-06-30,VENDOR-PAYMENT-STEEL,VENDOR229300,501087844.07,,-10128691383.740019
2024-06-30,PAYROLL-AND-OPERATIONS,PAYROLL588715,140799980.19,,-10269491363.93002
2024-06-30,NEFT-SUBSIDIARY-TRANSFER,NEFT323711,,462567267.65,-9806924096.28002
2024-06-30,CAPEX-MACHINERY,CAPEX771260,603000890.14,,-10409924986.42002
2024-07-01,RTGS-DEALER-PAYMENT,RTGS322428,,254221679.67,-10155703306.75002
2024-07-01,CAPEX-MACHINERY,CAPEX226044,214491210.8,,-10370194517.550018
2024-07-01,CAPEX-MACHINERY,CAPEX464554,97565741.6,,-10467760259.150019
2024-07-02,VENDOR-PAYMENT-STEEL,VENDOR258805,695598588.99,,-11163358848.140018
2024-07-02,TAX-OUTFLOW,TAX144604,69247359.48,,-11232606207.620018
2024-07-02,NEFT-SUBSIDIARY-TRANSFER,NEFT789734,,293742733.99,-10938863473.630018
2024-07-02,NEFT-SUBSIDIARY-TRANSFER,NEFT796306,,168218024.3,-10770645449.330019
2024-07-03,NEFT-SUBSIDIARY-TRANSFER,NEFT651010,,141659453.57,-10628985995.76002
2024-07-03,RTGS-DEALER-PAYMENT,RTGS944175,,198580973.19,-10430405022.570019
2024-07-03,PAYROLL-AND-OPERATIONS,PAYROLL447596,340708434.32,,-10771113456.890018
2024-07-03,CAPEX-MACHINERY,CAPEX547470,575773967.88,,-11346887424.770018
2024-07-04,RTGS-DEALER-PAYMENT,RTGS363200,,170106354.56,-11176781070.210018
2024-07-04,NEFT-SUBSIDIARY-TRANSFER,NEFT455921,,423376068.82,-10753405001.390018
2024-07-05,PAYROLL-AND-OPERATIONS,PAYROLL233236,702966070.61,,-11456371072.00002
2024-07-06,VENDOR-PAYMENT-STEEL,VENDOR282315,493275116.22,,-11949646188.220018
2024-07-06,TAX-OUTFLOW,TAX217938,610001189.75,,-12559647377.970018
2024-07-06,RTGS-DEALER-PAYMENT,RTGS912485,,255658261.14,-12303989116.830019
2024-07-06,TAX-OUTFLOW,TAX185147,730126923.18,,-13034116040.01002
2024-07-06,VENDOR-PAYMENT-STEEL,VENDOR189789,540009095.08,,-13574125135.09002
2024-07-07,CAPEX-MACHINERY,CAPEX329145,492557745.32,,-14066682880.410019
2024-07-07,RTGS-DEALER-PAYMENT,RTGS272865,,397870313.75,-13668812566.660019
2024-07-07,CAPEX-MACHINERY,CAPEX698989,458320369.77,,-14127132936.43002
2024-07-07,TAX-OUTFLOW,TAX309881,630336397.28,,-14757469333.71002
2024-07-07,PAYROLL-AND-OPERATIONS,PAYROLL983341,731331771.0,,-15488801104.71002
2024-07-08,TAX-OUTFLOW,TAX584187,446843476.8,,-15935644581.51002
2024-07-08,TAX-OUTFLOW,TAX976771,229450777.84,,-16165095359.35002
2024-07-08,VENDOR-PAYMENT-STEEL,VENDOR565254,211414202.17,,-16376509561.52002
2024-07-10,NEFT-SUBSIDIARY-TRANSFER,NEFT928537,,200999547.01,-16175510014.51002
2024-07-10,RTGS-DEALER-PAYMENT,RTGS835932,,279220506.08,-15896289508.43002
2024-07-10,CAPEX-MACHINERY,CAPEX519152,639204411.51,,-16535493919.94002
2024-07-10,RTGS-DEALER-PAYMENT,RTGS680549,,349240984.37,-16186252935.570019
2024-07-11,CAPEX-MACHINERY,CAPEX693140,410471040.98,,-16596723976.550018
2024-07-11,NEFT-SUBSIDIARY-TRANSFER,NEFT692926,,370183007.75,-16226540968.800018
2024-07-11,TAX-OUTFLOW,TAX342683,256921775.45,,-16483462744.25002
2024-07-11,NEFT-SUBSIDIARY-TRANSFER,NEFT367212,,489011909.76,-15994450834.490019
2024-07-12,RTGS-DEALER-PAYMENT,RTGS566148,,414615472.56,-15579835361.93002
2024-07-12,NEFT-SUBSIDIARY-TRANSFER,NEFT700096,,259235373.28,-15320599988.650019
2024-07-12,PAYROLL-AND-OPERATIONS,PAYROLL896002,458876732.89,,-15779476721.540018
2024-07-12,RTGS-DEALER-PAYMENT,RTGS712894,,394416198.88,-15385060522.660019
2024-07-12,RTGS-DEALER-PAYMENT,RTGS782989,,127781418.5,-15257279104.160019
2024-07-12,NEFT-SUBSIDIARY-TRANSFER,NEFT796791,,330899844.75,-14926379259.410019
2024-07-13,TAX-OUTFLOW,TAX364126,669946774.86,,-15596326034.27002
2024-07-13,RTGS-DEALER-PAYMENT,RTGS447451,,215163479.43,-15381162554.84002
2024-07-13,RTGS-DEALER-PAYMENT,RTGS326515,,125696061.71,-15255466493.13002
2024-07-13,CAPEX-MACHINERY,CAPEX561731,209809272.77,,-15465275765.90002
2024-07-13,NEFT-SUBSIDIARY-TRANSFER,NEFT406922,,413438152.42,-15051837613.48002
2024-07-13,VENDOR-PAYMENT-STEEL,VENDOR725303,464321884.89,,-15516159498.37002
2024-07-13,TAX-OUTFLOW,TAX201947,531241375.39,,-16047400873.76002
2024-07-13,PAYROLL-AND-OPERATIONS,PAYROLL727846,581411575.9,,-16628812449.660019
2024-07-13,CAPEX-MACHINERY,CAPEX815535,716702890.41,,-17345515340.07002
2024-07-14,TAX-OUTFLOW,TAX989658,538183427.51,,-17883698767.580017
2024-07-14,NEFT-SUBSIDIARY-TRANSFER,NEFT334753,,335096188.85,-17548602578.73002
2024-07-14,VENDOR-PAYMENT-STEEL,VENDOR897326,380455643.13,,-17929058221.86002
2024-07-14,NEFT-SUBSIDIARY-TRANSFER,NEFT616723,,176568782.59,-17752489439.27002
2024-07-14,NEFT-SUBSIDIARY-TRANSFER,NEFT997762,,163195439.55,-17589293999.72002
2024-07-15,TAX-OUTFLOW,TAX462613,174489711.34,,-17763783711.06002
2024-07-15,RTGS-DEALER-PAYMENT,RTGS653770,,109178668.37,-17654605042.69002
2024-07-15,RTGS-DEALER-PAYMENT,RTGS745467,,395430041.47,-17259175001.22002
2024-07-15,TAX-OUTFLOW,TAX628155,275693546.52,,-17534868547.74002
2024-07-15,RTGS-DEALER-PAYMENT,RTGS525354,,191859027.13,-17343009520.61002
2024-07-15,VENDOR-PAYMENT-STEEL,VENDOR162144,733186825.26,,-18076196345.870018
2024-07-16,VENDOR-PAYMENT-STEEL,VENDOR134263,131729825.54,,-18207926171.41002
2024-07-16,PAYROLL-AND-OPERATIONS,PAYROLL525699,554603838.69,,-18762530010.100018
2024-07-16,CAPEX-MACHINERY,CAPEX380621,455232633.34,,-19217762643.440018
2024-07-16,PAYROLL-AND-OPERATIONS,PAYROLL702448,201143870.04,,-19418906513.48002
2024-07-16,NEFT-SUBSIDIARY-TRANSFER,NEFT880719,,195041758.1,-19223864755.38002
2024-07-17,RTGS-DEALER-PAYMENT,RTGS921905,,387742644.62,-18836122110.76002
2024-07-17,CAPEX-MACHINERY,CAPEX639269,188447629.74,,-19024569740.500023
2024-07-17,VENDOR-PAYMENT-STEEL,VENDOR468725,413539988.44,,-19438109728.94002
2024-07-18,CAPEX-MACHINERY,CAPEX403446,217159969.87,,-19655269698.81002
2024-07-19,CAPEX-MACHINERY,CAPEX324761,189220457.21,,-19844490156.02002
2024-07-19,RTGS-DEALER-PAYMENT,RTGS411213,,280122345.33,-19564367810.690018
2024-07-19,RTGS-DEALER-PAYMENT,RTGS391948,,449868710.91,-19114499099.780018
2024-07-19,CAPEX-MACHINERY,CAPEX209630,769559069.62,,-19884058169.400017
2024-07-19,CAPEX-MACHINERY,CAPEX971397,470298695.71,,-20354356865.110016
2024-07-19,NEFT-SUBSIDIARY-TRANSFER,NEFT211079,,166113182.52,-20188243682.590015
2024-07-19,NEFT-SUBSIDIARY-TRANSFER,NEFT505638,,304789757.32,-19883453925.270016
2024-07-20,CAPEX-MACHINERY,CAPEX294876,641169326.74,,-20524623252.010017
2024-07-20,RTGS-DEALER-PAYMENT,RTGS532387,,381522544.13,-20143100707.880016
2024-07-20,CAPEX-MACHINERY,CAPEX557384,661632039.54,,-20804732747.420017
2024-07-20,CAPEX-MACHINERY,CAPEX857403,562483408.33,,-21367216155.75002
2024-07-20,VENDOR-PAYMENT-STEEL,VENDOR468560,95141738.27,,-21462357894.02002
2024-07-20,PAYROLL-AND-OPERATIONS,PAYROLL441327,280216953.13,,-21742574847.15002
2024-07-20,VENDOR-PAYMENT-STEEL,VENDOR670224,201986237.06,,-21944561084.210022
2024-07-20,PAYROLL-AND-OPERATIONS,PAYROLL120535,733033839.81,,-22677594924.020023
2024-07-21,CAPEX-MACHINERY,CAPEX328827,126236172.52,,-22803831096.540024
2024-07-21,PAYROLL-AND-OPERATIONS,PAYROLL177307,398398445.78,,-23202229542.320023
2024-07-21,RTGS-DEALER-PAYMENT,RTGS192743,,416962410.91,-22785267131.410023
2024-07-22,TAX-OUTFLOW,TAX789675,690248581.13,,-23475515712.540024
2024-07-22,PAYROLL-AND-OPERATIONS,PAYROLL162055,262686701.88,,-23738202414.420025
2024-07-22,VENDOR-PAYMENT-STEEL,VENDOR382092,632898899.01,,-24371101313.430023
2024-07-22,PAYROLL-AND-OPERATIONS,PAYROLL735342,522019891.23,,-24893121204.660023
2024-07-22,NEFT-SUBSIDIARY-TRANSFER,NEFT703040,,215474365.48,-24677646839.180023
2024-07-22,TAX-OUTFLOW,TAX485917,555254090.08,,-25232900929.260025
2024-07-22,PAYROLL-AND-OPERATIONS,PAYROLL271390,444900822.93,,-25677801752.190025
2024-07-22,RTGS-DEALER-PAYMENT,RTGS340003,,211157616.85,-25466644135.340027
2024-07-23,TAX-OUTFLOW,TAX758860,177041753.45,,-25643685888.790028
2024-07-23,CAPEX-MACHINERY,CAPEX117554,439088022.72,,-26082773911.51003
2024-07-23,PAYROLL-AND-OPERATIONS,PAYROLL878849,498841103.07,,-26581615014.58003
2024-07-23,VENDOR-PAYMENT-STEEL,VENDOR852835,650945422.99,,-27232560437.57003
2024-07-24,NEFT-SUBSIDIARY-TRANSFER,NEFT503955,,255448252.76,-26977112184.81003
2024-07-24,CAPEX-MACHINERY,CAPEX526802,50403893.72,,-27027516078.530033
2024-07-24,TAX-OUTFLOW,TAX827842,346617985.52,,-27374134064.050034
2024-07-24,RTGS-DEALER-PAYMENT,RTGS749050,,254089597.85,-27120044466.200035
2024-07-24,CAPEX-MACHINERY,CAPEX863075,85567343.04,,-27205611809.240036
2024-07-24,NEFT-SUBSIDIARY-TRANSFER,NEFT972782,,237155991.85,-26968455817.390038
2024-07-24,NEFT-SUBSIDIARY-TRANSFER,NEFT552701,,412966598.61,-26555489218.780037
2024-07-24,PAYROLL-AND-OPERATIONS,PAYROLL800853,775447421.81,,-27330936640.59004
2024-07-24,TAX-OUTFLOW,TAX159502,481361144.22,,-27812297784.81004
2024-07-24,CAPEX-MACHINERY,CAPEX755601,661718353.66,,-28474016138.47004
2024-07-25,RTGS-DEALER-PAYMENT,RTGS270335,,182897889.54,-28291118248.93004
2024-07-25,VENDOR-PAYMENT-STEEL,VENDOR666667,778347251.49,,-29069465500.42004
2024-07-26,VENDOR-PAYMENT-STEEL,VENDOR932188,115390532.93,,-29184856033.35004
2024-07-27,VENDOR-PAYMENT-STEEL,VENDOR414545,550970323.5,,-29735826356.85004
2024-07-27,RTGS-DEALER-PAYMENT,RTGS146187,,171201703.36,-29564624653.49004
2024-07-27,CAPEX-MACHINERY,CAPEX288454,728645015.56,,-30293269669.05004
2024-07-27,CAPEX-MACHINERY,CAPEX248969,664424341.73,,-30957694010.78004
2024-07-27,NEFT-SUBSIDIARY-TRANSFER,NEFT787902,,392189607.11,-30565504403.67004
2024-07-27,VENDOR-PAYMENT-STEEL,VENDOR606121,232375721.22,,-30797880124.89004
2024-07-28,TAX-OUTFLOW,TAX805001,393561483.58,,-31191441608.470043
2024-07-28,TAX-OUTFLOW,TAX251140,448821956.42,,-31640263564.89004
2024-07-28,NEFT-SUBSIDIARY-TRANSFER,NEFT636794,,208040428.76,-31432223136.130043
2024-07-28,PAYROLL-AND-OPERATIONS,PAYROLL926284,767092433.13,,-32199315569.260044
2024-07-28,NEFT-SUBSIDIARY-TRANSFER,NEFT331787,,340352238.58,-31858963330.680042
2024-07-28,CAPEX-MACHINERY,CAPEX532038,162948462.82,,-32021911793.500042
2024-07-28,CAPEX-MACHINERY,CAPEX376264,736728960.12,,-32758640753.62004
2024-07-28,CAPEX-MACHINERY,CAPEX312909,325693313.47,,-33084334067.090042
2024-07-29,PAYROLL-AND-OPERATIONS,PAYROLL443064,755595373.91,,-33839929441.000042
2024-07-29,RTGS-DEALER-PAYMENT,RTGS652068,,142753559.69,-33697175881.310043
2024-07-29,RTGS-DEALER-PAYMENT,RTGS942606,,292303863.91,-33404872017.400043
2024-07-30,PAYROLL-AND-OPERATIONS,PAYROLL127163,85781657.9,,-33490653675.300045
2024-07-30,TAX-OUTFLOW,TAX598037,329279318.22,,-33819932993.520046
2024-07-30,NEFT-SUBSIDIARY-TRANSFER,NEFT664060,,398486092.5,-33421446901.020046
2024-07-31,PAYROLL-AND-OPERATIONS,PAYROLL349576,534495432.16,,-33955942333.180046
2024-07-31,VENDOR-PAYMENT-STEEL,VENDOR996899,432095825.19,,-34388038158.37005
2024-07-31,VENDOR-PAYMENT-STEEL,VENDOR691628,514930809.54,,-34902968967.91005
2024-07-31,TAX-OUTFLOW,TAX378691,97751606.02,,-35000720573.930046
2024-08-01,TAX-OUTFLOW,TAX178986,467880756.96,,-35468601330.890045
2024-08-01,VENDOR-PAYMENT-STEEL,VENDOR657359,657733685.07,,-36126335015.960045
2024-08-01,CAPEX-MACHINERY,CAPEX822869,531411906.8,,-36657746922.76005
2024-08-01,VENDOR-PAYMENT-STEEL,VENDOR117596,600943753.61,,-37258690676.37005
2024-08-01,TAX-OUTFLOW,TAX711027,706490492.64,,-37965181169.01005
2024-08-01,CAPEX-MACHINERY,CAPEX643754,99863143.72,,-38065044312.73005
2024-08-02,RTGS-DEALER-PAYMENT,RTGS775816,,412957419.09,-37652086893.64005
2024-08-02,PAYROLL-AND-OPERATIONS,PAYROLL143953,446832901.8,,-38098919795.440056
2024-08-02,TAX-OUTFLOW,TAX218871,360600986.79,,-38459520782.23006
2024-08-03,RTGS-DEALER-PAYMENT,RTGS155054,,157102668.7,-38302418113.53006
2024-08-03,NEFT-SUBSIDIARY-TRANSFER,NEFT828445,,194449187.33,-38107968926.20006
2024-08-03,NEFT-SUBSIDIARY-TRANSFER,NEFT765186,,138867783.38,-37969101142.82006
2024-08-03,TAX-OUTFLOW,TAX681038,326220829.36,,-38295321972.18006
2024-08-04,VENDOR-PAYMENT-STEEL,VENDOR614757,784507831.45,,-39079829803.63006
2024-08-04,TAX-OUTFLOW,TAX190858,209144888.27,,-39288974691.900055
2024-08-04,CAPEX-MACHINERY,CAPEX819420,419521224.1,,-39708495916.00005
2024-08-04,RTGS-DEALER-PAYMENT,RTGS504893,,208797743.18,-39499698172.82005
2024-08-05,VENDOR-PAYMENT-STEEL,VENDOR978834,536936829.84,,-40036635002.66005
2024-08-05,NEFT-SUBSIDIARY-TRANSFER,NEFT344583,,336939833.28,-39699695169.38005
2024-08-05,NEFT-SUBSIDIARY-TRANSFER,NEFT138999,,204973122.59,-39494722046.790054
2024-08-05,NEFT-SUBSIDIARY-TRANSFER,NEFT374156,,136461912.87,-39358260133.92005
2024-08-05,NEFT-SUBSIDIARY-TRANSFER,NEFT314032,,109466286.46,-39248793847.46005
2024-08-05,TAX-OUTFLOW,TAX618533,423274188.48,,-39672068035.940056
2024-08-05,RTGS-DEALER-PAYMENT,RTGS170419,,465047913.96,-39207020121.98006
2024-08-06,PAYROLL-AND-OPERATIONS,PAYROLL265137,458909697.88,,-39665929819.860054
2024-08-06,VENDOR-PAYMENT-STEEL,VENDOR807397,55149579.32,,-39721079399.18005
2024-08-06,TAX-OUTFLOW,TAX399235,158771550.43,,-39879850949.610054
2024-08-06,NEFT-SUBSIDIARY-TRANSFER,NEFT271775,,315189691.07,-39564661258.540054
2024-08-06,VENDOR-PAYMENT-STEEL,VENDOR312776,617488543.61,,-40182149802.150055
2024-08-06,NEFT-SUBSIDIARY-TRANSFER,NEFT327912,,270090194.12,-39912059608.03005
2024-08-06,PAYROLL-AND-OPERATIONS,PAYROLL410878,242526273.67,,-40154585881.70005
2024-08-07,VENDOR-PAYMENT-STEEL,VENDOR193679,278640309.73,,-40433226191.43005
2024-08-07,PAYROLL-AND-OPERATIONS,PAYROLL675862,623091662.27,,-41056317853.70005
2024-08-07,TAX-OUTFLOW,TAX201246,657012815.01,,-41713330668.71005
2024-08-07,VENDOR-PAYMENT-STEEL,VENDOR102173,198094869.44,,-41911425538.150055
2024-08-08,TAX-OUTFLOW,TAX491097,69878787.88,,-41981304326.03005
2024-08-08,CAPEX-MACHINERY,CAPEX154930,56907233.82,,-42038211559.85005
2024-08-08,NEFT-SUBSIDIARY-TRANSFER,NEFT965191,,439543639.24,-41598667920.610054
2024-08-08,CAPEX-MACHINERY,CAPEX670831,168943579.07,,-41767611499.68005
2024-08-08,VENDOR-PAYMENT-STEEL,VENDOR201382,663967216.3,,-42431578715.98006
2024-08-08,TAX-OUTFLOW,TAX641596,345056957.67,,-42776635673.650055
2024-08-09,PAYROLL-AND-OPERATIONS,PAYROLL345387,474006883.79,,-43250642557.440056
2024-08-09,NEFT-SUBSIDIARY-TRANSFER,NEFT960105,,368290524.76,-42882352032.68005
2024-08-09,TAX-OUTFLOW,TAX445951,711263488.15,,-43593615520.830055
2024-08-09,TAX-OUTFLOW,TAX157937,465977067.2,,-44059592588.03005
2024-08-09,NEFT-SUBSIDIARY-TRANSFER,NEFT276039,,130654485.95,-43928938102.080055
2024-08-09,VENDOR-PAYMENT-STEEL,VENDOR565411,665037340.65,,-44593975442.73006
2024-08-10,RTGS-DEALER-PAYMENT,RTGS727242,,406413976.97,-44187561465.760056
2024-08-10,RTGS-DEALER-PAYMENT,RTGS807402,,316591721.85,-43870969743.91006
2024-08-10,PAYROLL-AND-OPERATIONS,PAYROLL757546,124560957.13,,-43995530701.040054
2024-08-10,NEFT-SUBSIDIARY-TRANSFER,NEFT845412,,472739770.49,-43522790930.55006
2024-08-11,CAPEX-MACHINERY,CAPEX142190,221549970.05,,-43744340900.60006
2024-08-11,VENDOR-PAYMENT-STEEL,VENDOR755957,533350341.62,,-44277691242.22006
2024-08-11,VENDOR-PAYMENT-STEEL,VENDOR260556,742220873.85,,-45019912116.07006
2024-08-11,CAPEX-MACHINERY,CAPEX978421,525700237.21,,-45545612353.28006
2024-08-12,RTGS-DEALER-PAYMENT,RTGS367563,,324484267.5,-45221128085.78006
2024-08-12,TAX-OUTFLOW,TAX379775,571350940.89,,-45792479026.67006
2024-08-12,RTGS-DEALER-PAYMENT,RTGS856425,,197370197.24,-45595108829.43006
2024-08-13,VENDOR-PAYMENT-STEEL,VENDOR540523,362262962.77,,-45957371792.20006
2024-08-13,CAPEX-MACHINERY,CAPEX704957,459189678.0,,-46416561470.20006
2024-08-14,RTGS-DEALER-PAYMENT,RTGS425815,,404504747.13,-46012056723.07006
2024-08-14,CAPEX-MACHINERY,CAPEX487943,513907456.57,,-46525964179.64006
2024-08-15,PAYROLL-AND-OPERATIONS,PAYROLL191922,684044278.45,,-47210008458.09006
2024-08-16,NEFT-SUBSIDIARY-TRANSFER,NEFT588012,,103992850.52,-47106015607.57006
2024-08-16,RTGS-DEALER-PAYMENT,RTGS732605,,470905245.75,-46635110361.82006
2024-08-16,VENDOR-PAYMENT-STEEL,VENDOR535273,473757067.09,,-47108867428.91006
2024-08-17,PAYROLL-AND-OPERATIONS,PAYROLL357533,467968446.96,,-47576835875.870056
2024-08-17,CAPEX-MACHINERY,CAPEX853156,52230325.34,,-47629066201.21005
2024-08-18,NEFT-SUBSIDIARY-TRANSFER,NEFT842987,,211692682.33,-47417373518.88005
2024-08-18,CAPEX-MACHINERY,CAPEX495668,438277128.97,,-47855650647.85005
2024-08-18,CAPEX-MACHINERY,CAPEX689416,371663057.48,,-48227313705.330055
2024-08-18,NEFT-SUBSIDIARY-TRANSFER,NEFT698257,,194374295.27,-48032939410.06006
2024-08-18,RTGS-DEALER-PAYMENT,RTGS358281,,146169817.55,-47886769592.510056
2024-08-19,PAYROLL-AND-OPERATIONS,PAYROLL656699,57147727.4,,-47943917319.91006
2024-08-19,RTGS-DEALER-PAYMENT,RTGS627009,,320213930.86,-47623703389.05006
2024-08-19,NEFT-SUBSIDIARY-TRANSFER,NEFT509126,,479051085.02,-47144652304.03006
2024-08-19,VENDOR-PAYMENT-STEEL,VENDOR526578,114560263.29,,-47259212567.32006
2024-08-19,NEFT-SUBSIDIARY-TRANSFER,NEFT203086,,204425169.33,-47054787397.99006
2024-08-19,TAX-OUTFLOW,TAX683982,796519861.49,,-47851307259.48006
2024-08-19,NEFT-SUBSIDIARY-TRANSFER,NEFT316372,,251461166.91,-47599846092.57005
2024-08-19,NEFT-SUBSIDIARY-TRANSFER,NEFT481315,,214064028.27,-47385782064.30006
2024-08-19,NEFT-SUBSIDIARY-TRANSFER,NEFT685972,,180519718.28,-47205262346.02006
2024-08-20,VENDOR-PAYMENT-STEEL,VENDOR112710,417394642.53,,-47622656988.55006
2024-08-20,PAYROLL-AND-OPERATIONS,PAYROLL664833,476700953.29,,-48099357941.84006
2024-08-20,PAYROLL-AND-OPERATIONS,PAYROLL775386,305003613.79,,-48404361555.63006
2024-08-21,PAYROLL-AND-OPERATIONS,PAYROLL552629,481412791.96,,-48885774347.59006
2024-08-21,VENDOR-PAYMENT-STEEL,VENDOR187504,214462891.48,,-49100237239.07006
2024-08-21,RTGS-DEALER-PAYMENT,RTGS291400,,488449267.63,-48611787971.44006
2024-08-22,PAYROLL-AND-OPERATIONS,PAYROLL270785,193865953.98,,-48805653925.42007
2024-08-22,RTGS-DEALER-PAYMENT,RTGS728828,,343660471.5,-48461993453.92007
2024-08-22,CAPEX-MACHINERY,CAPEX554121,735728475.28,,-49197721929.200066
2024-08-22,CAPEX-MACHINERY,CAPEX684054,117654243.23,,-49315376172.43007
2024-08-22,CAPEX-MACHINERY,CAPEX798422,99664829.38,,-49415041001.81007
2024-08-22,CAPEX-MACHINERY,CAPEX236287,669763760.79,,-50084804762.60007
2024-08-23,CAPEX-MACHINERY,CAPEX375695,536466701.96,,-50621271464.56007
2024-08-23,CAPEX-MACHINERY,CAPEX624893,678029214.21,,-51299300678.770065
2024-08-23,NEFT-SUBSIDIARY-TRANSFER,NEFT216635,,186932368.31,-51112368310.46007
2024-08-23,RTGS-DEALER-PAYMENT,RTGS132353,,479250608.11,-50633117702.35007
2024-08-23,PAYROLL-AND-OPERATIONS,PAYROLL869824,145468325.26,,-50778586027.61007
2024-08-24,PAYROLL-AND-OPERATIONS,PAYROLL522692,172726996.67,,-50951313024.28007
2024-08-24,CAPEX-MACHINERY,CAPEX458285,458343481.88,,-51409656506.160065
2024-08-24,NEFT-SUBSIDIARY-TRANSFER,NEFT115115,,296826428.38,-51112830077.78007
2024-08-25,PAYROLL-AND-OPERATIONS,PAYROLL424634,681995934.95,,-51794826012.730064
2024-08-25,CAPEX-MACHINERY,CAPEX291500,187255036.95,,-51982081049.68006
2024-08-25,TAX-OUTFLOW,TAX616125,723519521.2,,-52705600570.88006
2024-08-25,VENDOR-PAYMENT-STEEL,VENDOR376261,597269996.31,,-53302870567.190056
2024-08-26,NEFT-SUBSIDIARY-TRANSFER,NEFT428623,,333798197.83,-52969072369.360054
2024-08-26,PAYROLL-AND-OPERATIONS,PAYROLL299531,177267516.8,,-53146339886.16006
2024-08-26,NEFT-SUBSIDIARY-TRANSFER,NEFT290272,,262119484.55,-52884220401.610054
2024-08-26,TAX-OUTFLOW,TAX494553,207880950.38,,-53092101351.99005
2024-08-26,NEFT-SUBSIDIARY-TRANSFER,NEFT359437,,486163872.04,-52605937479.95005
